locus,concept,concept_type,ambiguity_level,query_condition,query_count,catholic_score,secular_score,catholic_alignment_score,top_catholic_rate,mean_nearest_catholic_rank,mean_nearest_secular_rank
Love Communion and Sacramentality,chastity,moral_virtue,high,theological,3,0.29947373569011687,0.3329410284757614,-0.03346729278564453,0.0,2.0,1.0
Love Communion and Sacramentality,communion,ecclesial_sacramental,medium,neutral,3,0.4355379660924276,0.27189031342665354,0.16364765266577405,1.0,1.0,6.0
Love Communion and Sacramentality,communion,ecclesial_sacramental,medium,theological,3,0.41162022948265076,0.18520191460847854,0.22641831487417222,1.0,1.0,6.0
Love Communion and Sacramentality,compassion,moral_spiritual,medium,neutral,3,0.3685510138670603,0.33851619164148966,0.03003482222557069,0.6666666666666666,1.3333333333333333,2.0
Love Communion and Sacramentality,compassion,moral_spiritual,medium,theological,3,0.4104173481464386,0.26552288631598153,0.14489446183045704,1.0,1.0,5.0
Love Communion and Sacramentality,covenant,biblical_theological,medium,neutral,3,0.43963715036710105,0.3111647466818492,0.1284724036852519,1.0,1.0,5.666666666666667
Love Communion and Sacramentality,covenant,biblical_theological,medium,theological,3,0.40717596014340723,0.2789684295654297,0.12820753057797749,1.0,1.0,5.333333333333333
Love Communion and Sacramentality,enemy-love,moral_biblical,low,neutral,3,0.4010623921950658,0.26346883177757263,0.13759356041749318,1.0,1.0,4.0
Love Communion and Sacramentality,enemy-love,moral_biblical,low,theological,3,0.4187901933987936,0.24055609206358594,0.17823410133520765,1.0,1.0,4.0
Love Communion and Sacramentality,eros,anthropological_love,high,neutral,3,0.34075370728969573,0.3708480338255564,-0.030094326535860694,0.0,2.3333333333333335,1.0
Love Communion and Sacramentality,eros,anthropological_love,high,theological,3,0.37834671934445696,0.3178333391745885,0.06051338016986846,0.3333333333333333,1.6666666666666667,1.3333333333333333
Love Communion and Sacramentality,family,social_anthropological,high,neutral,3,0.25784415006637573,0.25628725985685985,0.0015568902095158914,0.3333333333333333,1.6666666666666667,1.6666666666666667
Love Communion and Sacramentality,family,social_anthropological,high,theological,3,0.3204887976249059,0.21647759328285854,0.10401120434204736,1.0,1.0,4.0
Love Communion and Sacramentality,fidelity,moral_virtue,medium,neutral,3,0.4117477079232534,0.3251403699318568,0.08660733799139658,1.0,1.0,3.0
Love Communion and Sacramentality,fidelity,moral_virtue,medium,theological,3,0.4056499679883321,0.25813187261422477,0.14751809537410734,1.0,1.0,4.333333333333333
Love Communion and Sacramentality,friendship,moral_anthropological,high,neutral,3,0.285690434773763,0.2739844789107641,0.01170595586299894,0.3333333333333333,2.0,1.3333333333333333
Love Communion and Sacramentality,friendship,moral_anthropological,high,theological,3,0.3677995532751083,0.24359102944533031,0.12420852382977803,1.0,1.0,4.0
Love Communion and Sacramentality,fruitfulness,marital_social,medium,neutral,3,0.4306820710500081,0.2833110978205999,0.14737097322940826,1.0,1.0,4.0
Love Communion and Sacramentality,fruitfulness,marital_social,medium,theological,3,0.4289588729540507,0.2242661212881406,0.20469275166591008,1.0,1.0,4.0
Love Communion and Sacramentality,love,moral_anthropological,high,neutral,3,0.2722737441460292,0.2583753575881322,0.013898386557896944,0.6666666666666666,1.3333333333333333,2.0
Love Communion and Sacramentality,love,moral_anthropological,high,theological,3,0.39620770812034606,0.202812131245931,0.19339557687441508,1.0,1.0,5.666666666666667
Love Communion and Sacramentality,marriage,sacramental_anthropological,high,neutral,3,0.37333416740099584,0.2613849838574727,0.11194918354352318,1.0,1.0,4.333333333333333
Love Communion and Sacramentality,marriage,sacramental_anthropological,high,theological,3,0.44328233798344935,0.19460027664899826,0.24868206133445106,1.0,1.0,6.0
Love Communion and Sacramentality,neighbor,moral_biblical,high,neutral,3,0.2584399590889613,0.34636939664681754,-0.08792943755785622,0.0,3.0,1.0
Love Communion and Sacramentality,neighbor,moral_biblical,high,theological,3,0.30336899459362027,0.26445494790871943,0.038914046684900915,1.0,1.0,3.3333333333333335
Love Communion and Sacramentality,prayer,spiritual,medium,neutral,3,0.37607065836588544,0.22494686742623649,0.15112379093964895,1.0,1.0,5.0
Love Communion and Sacramentality,prayer,spiritual,medium,theological,3,0.3411746978759766,0.16732362831632297,0.17385106955965357,1.0,1.0,5.666666666666667
Love Communion and Sacramentality,sacrament,sacramental,low,neutral,3,0.4035637935002645,0.28995335946480433,0.11361043403546017,1.0,1.0,5.666666666666667
Love Communion and Sacramentality,sacrament,sacramental,low,theological,3,0.39714210828145347,0.27238992154598235,0.1247521867354711,1.0,1.0,5.333333333333333
Love Communion and Sacramentality,sacrifice,moral_liturgical,high,neutral,3,0.42125178774197897,0.2669756521781286,0.1542761355638504,1.0,1.0,5.0
Love Communion and Sacramentality,sacrifice,moral_liturgical,high,theological,3,0.4470404446125031,0.20451390345891318,0.24252654115358988,1.0,1.0,5.0
Love Communion and Sacramentality,self-gift,anthropological_moral,medium,neutral,3,0.5201612412929535,0.324863064289093,0.19529817700386043,1.0,1.0,5.0
Love Communion and Sacramentality,self-gift,anthropological_moral,medium,theological,3,0.5138388633728027,0.28499929209550223,0.2288395712773005,1.0,1.0,6.0
Love Communion and Sacramentality,service,moral_social,high,neutral,3,0.3370338420073191,0.2288981219132741,0.108135720094045,1.0,1.0,4.666666666666667
Love Communion and Sacramentality,service,moral_social,high,theological,3,0.3608315567175547,0.179627983768781,0.18120357294877368,1.0,1.0,5.0
Love Communion and Sacramentality,sexuality,anthropological_moral,high,neutral,3,0.24623514264822008,0.33763498961925503,-0.09139984697103498,0.0,3.6666666666666665,1.0
Love Communion and Sacramentality,sexuality,anthropological_moral,high,theological,3,0.3270741810401281,0.25971414943536125,0.06736003160476683,0.3333333333333333,1.6666666666666667,1.3333333333333333
Love Communion and Sacramentality,solidarity,social_doctrine,medium,neutral,3,0.33727569778760275,0.3109898736079534,0.026285824179649364,0.6666666666666666,1.3333333333333333,2.6666666666666665
Love Communion and Sacramentality,solidarity,social_doctrine,medium,theological,3,0.35617752075195314,0.24922101398309074,0.10695650676886238,1.0,1.0,5.0
Love Communion and Sacramentality,worship,liturgical_spiritual,medium,neutral,3,0.44880120356877645,0.32618551949659985,0.12261568407217659,1.0,1.0,2.6666666666666665
Love Communion and Sacramentality,worship,liturgical_spiritual,medium,theological,3,0.4316846966743469,0.27723594307899474,0.15444875359535218,1.0,1.0,4.333333333333333
Sin Grace and Redemption,absolution,sacramental,low,neutral,3,0.38623481194178266,0.3471899966398875,0.039044815301895165,1.0,1.0,3.3333333333333335
Sin Grace and Redemption,absolution,sacramental,low,theological,3,0.40635951757431027,0.30689022640387215,0.09946929117043814,1.0,1.0,3.6666666666666665
Sin Grace and Redemption,concupiscence,doctrinal_anthropological,low,neutral,3,0.4209920893112818,0.2445689688126246,0.1764231204986572,1.0,1.0,5.666666666666667
Sin Grace and Redemption,concupiscence,doctrinal_anthropological,low,theological,3,0.3925893326600393,0.21291751960913338,0.17967181305090588,1.0,1.0,5.666666666666667
Sin Grace and Redemption,confession,sacramental,low,neutral,3,0.3705247282981872,0.28088399718205137,0.08964073111613591,1.0,1.0,3.0
Sin Grace and Redemption,confession,sacramental,low,theological,3,0.36448115905125933,0.21588095525900522,0.14860020379225414,1.0,1.0,3.6666666666666665
Sin Grace and Redemption,contrition,sacramental_moral,low,neutral,3,0.41344558000564574,0.30565736591815945,0.10778821408748628,1.0,1.0,4.666666666666667
Sin Grace and Redemption,contrition,sacramental_moral,low,theological,3,0.38964326282342276,0.2515596777200699,0.1380835851033529,1.0,1.0,5.0
Sin Grace and Redemption,conversion,moral_spiritual,medium,neutral,3,0.38210223118464154,0.3312166412671407,0.05088558991750083,1.0,1.0,2.0
Sin Grace and Redemption,conversion,moral_spiritual,medium,theological,3,0.39523408015569056,0.2656616707642873,0.12957240939140321,1.0,1.0,5.0
Sin Grace and Redemption,forgiveness,moral_spiritual,medium,neutral,3,0.3487940380970637,0.34070222576459247,0.008091812332471212,0.0,3.0,1.0
Sin Grace and Redemption,forgiveness,moral_spiritual,medium,theological,3,0.37583947579065957,0.27265783747037253,0.10318163832028708,1.0,1.0,2.3333333333333335
Sin Grace and Redemption,grace,doctrinal,low,neutral,3,0.3554386178652445,0.20179493923981984,0.15364367862542472,1.0,1.0,3.6666666666666665
Sin Grace and Redemption,grace,doctrinal,low,theological,3,0.3592245697975159,0.1453356181581815,0.21388895163933438,1.0,1.0,6.0
Sin Grace and Redemption,guilt,psychological_moral,high,neutral,3,0.347846723596255,0.3348064015309016,0.013040322065353402,0.3333333333333333,1.6666666666666667,1.3333333333333333
Sin Grace and Redemption,guilt,psychological_moral,high,theological,3,0.37308104236920675,0.26365018784999844,0.10943085451920827,1.0,1.0,2.6666666666666665
Sin Grace and Redemption,judgment,eschatological_moral,high,neutral,3,0.3979379018147786,0.24501013954480488,0.15292776226997376,1.0,1.0,4.666666666666667
Sin Grace and Redemption,judgment,eschatological_moral,high,theological,3,0.3847975154717764,0.2078226834535599,0.17697483201821643,1.0,1.0,5.333333333333333
Sin Grace and Redemption,justification,doctrinal,low,neutral,3,0.3061183283726374,0.29743693868319193,0.008681389689445504,0.6666666666666666,1.6666666666666667,2.3333333333333335
Sin Grace and Redemption,justification,doctrinal,low,theological,3,0.35420586665471393,0.2354975998401642,0.11870826681454978,1.0,1.0,5.0
Sin Grace and Redemption,mercy,moral_spiritual,medium,neutral,3,0.3678115675846736,0.34067096710205075,0.02714060048262279,0.6666666666666666,1.3333333333333333,2.0
Sin Grace and Redemption,mercy,moral_spiritual,medium,theological,3,0.3564810266097387,0.2783606509367625,0.07812037567297618,1.0,1.0,3.6666666666666665
Sin Grace and Redemption,mortal sin,doctrinal,low,neutral,3,0.34597847064336146,0.2739754766225815,0.07200299402077993,1.0,1.0,4.0
Sin Grace and Redemption,mortal sin,doctrinal,low,theological,3,0.32411133746306103,0.25516495207945505,0.06894638538360597,1.0,1.0,3.6666666666666665
Sin Grace and Redemption,original sin,doctrinal,low,neutral,3,0.3506348828474681,0.24385540286699933,0.10677947998046873,1.0,1.0,3.6666666666666665
Sin Grace and Redemption,original sin,doctrinal,low,theological,3,0.2938332011302312,0.21426219840844474,0.07957100272178651,1.0,1.0,3.0
