embedding_id,umap_x,umap_y,umap_z
embedding_00486,14.083996773,4.360812664,0.689186513
embedding_00487,9.858577728,7.307142258,-2.976606607
embedding_00488,9.309340477,-5.080048084,2.961930037
embedding_00489,8.023267746,6.783586502,2.202641964
embedding_00490,15.714965820,-2.427371979,-0.876347065
embedding_00491,11.203469276,0.372481704,4.479052544
embedding_00492,11.870537758,-0.121784687,2.911418915
embedding_00493,9.515794754,1.446351528,5.854930401
embedding_00494,11.831345558,6.409266472,2.258576870
embedding_00495,14.217137337,1.381705880,0.230590627
embedding_00496,13.749641418,2.356297731,6.598690033
embedding_00497,13.949590683,5.312471390,1.651630044
embedding_00498,13.750909805,5.943149090,-4.160366058
embedding_00499,11.961528778,-0.157529831,2.373288870
embedding_00500,9.462689400,1.566681981,2.088741302
embedding_00501,5.464318752,2.613020182,-3.910634041
embedding_00502,5.329018116,4.443401337,-3.075192690
embedding_00503,7.199896336,0.358214676,5.699781418
embedding_00504,10.804944038,2.979566097,7.316737652
embedding_00505,10.347693443,5.824096203,-3.250347376
embedding_00506,14.685117722,2.945670128,0.026576895
embedding_00507,10.702652931,5.714190483,1.245732546
embedding_00508,10.161976814,13.687681198,5.855978012
embedding_00509,10.572769165,0.609835684,-3.159431696
embedding_00510,11.103937149,-0.452111334,-3.773061275
embedding_00511,6.362862110,6.002679825,2.396307945
embedding_00512,10.631739616,5.578577995,4.199888706
embedding_00513,8.031241417,4.696773052,-0.129086003
embedding_00514,4.412550449,7.002464771,-0.645762324
embedding_00515,12.204011917,7.721372128,-1.268328428
embedding_00516,11.213841438,5.130522251,-1.588853121
embedding_00517,10.710769653,-1.783083797,-2.538421631
embedding_00518,11.723314285,-0.845114589,-3.003888607
embedding_00519,5.799969673,2.487278461,-4.982207775
embedding_00520,5.836457729,2.507323503,-4.995051384
embedding_00521,5.880637169,2.573059559,-5.026657104
embedding_00522,5.779515743,2.478098631,-4.981329918
embedding_00523,12.343271255,5.813638687,-3.593291283
embedding_00524,12.457569122,5.955945015,-3.555252075
embedding_00525,13.422142029,5.710478306,-5.267092705
embedding_00526,13.483281136,5.780872822,-5.135324001
embedding_00527,5.872738361,2.540272951,-5.000353813
embedding_00528,5.807046890,2.487979412,-4.992125511
embedding_00529,11.583374023,0.097099937,4.020188808
embedding_00530,11.668025017,0.002077632,4.104802608
embedding_00531,12.392128944,8.494209290,3.391452551
embedding_00532,12.341179848,8.431118011,3.312077522
embedding_00533,14.779870033,6.337837696,-4.265031815
embedding_00534,14.720843315,6.314541817,-4.290037155
embedding_00535,14.217533112,3.331789732,0.101557419
embedding_00536,14.182905197,3.347976208,0.093913026
embedding_00537,10.667141914,2.090311527,-2.775351763
