embedding_id,umap_x,umap_y,umap_z
embedding_00538,10.684413910,2.046234131,-2.662324667
embedding_00539,6.350917339,1.652457237,-4.576018810
embedding_00540,6.251945019,1.453720689,-4.522258759
embedding_00541,3.741888046,5.719573498,-2.362961769
embedding_00542,3.905504942,5.579771042,-2.436316729
embedding_00543,6.144890785,1.740071058,-4.277560234
embedding_00544,6.097736359,1.512280583,-4.282777786
embedding_00545,4.440551281,4.873854160,-2.758294344
embedding_00546,4.350605011,5.063009739,-2.611729622
embedding_00547,9.945826530,5.158068657,-1.965856194
embedding_00548,9.776584625,5.049875259,-1.823206902
embedding_00549,11.963223457,5.371018887,-3.909092665
embedding_00550,11.852567673,5.376531124,-4.005330086
embedding_00551,13.195701599,4.458277702,-4.210407734
embedding_00552,13.216484070,4.616726398,-4.345106125
embedding_00553,11.397809029,5.345311642,-3.361480236
embedding_00554,11.261429787,5.380185127,-3.555718899
embedding_00555,9.873245239,0.781702816,-3.265157223
embedding_00556,9.758577347,0.834157586,-3.229145288
embedding_00557,9.729048729,8.391633987,3.347228527
embedding_00558,9.971296310,8.459786415,3.222013712
embedding_00559,9.595513344,2.096446276,5.839692593
embedding_00560,9.642427444,2.169229031,5.838372231
embedding_00561,11.295705795,4.537693501,0.238024980
embedding_00562,11.344879150,4.466959000,0.224466711
embedding_00563,13.078364372,-1.029371738,-1.614526868
embedding_00564,12.889151573,-0.900006592,-1.738522053
embedding_00565,11.781467438,7.266298771,-0.777152300
embedding_00566,11.706845284,7.175297737,-0.669769824
embedding_00567,12.599393845,3.223697662,-1.768918872
embedding_00568,12.543381691,3.172397375,-1.693731070
embedding_00569,9.196677208,7.574138165,2.955042839
embedding_00570,9.166571617,7.381735802,2.810877800
embedding_00571,0.269395918,3.165310383,-2.151808739
embedding_00572,0.206263080,3.226319075,-2.089422226
embedding_00573,11.384779930,4.613483429,4.337376595
embedding_00574,11.506252289,4.712430954,4.190467834
embedding_00575,12.342370987,-0.824243724,-2.572300196
embedding_00576,12.308097839,-0.739710867,-2.468567848
embedding_00577,14.173985481,3.597606421,0.204422176
embedding_00578,14.101763725,3.580245018,0.118224613
embedding_00579,6.242240429,3.942950964,-3.901106596
embedding_00580,6.312713623,3.849557400,-3.807544708
embedding_00581,12.537309647,-0.655636966,-0.201944470
embedding_00582,12.394011497,-0.602099121,-0.316983670
embedding_00583,12.129935265,-1.024254799,-3.934326649
embedding_00584,12.016553879,-1.185103059,-3.710024834
embedding_00585,10.224559784,4.075842381,4.598100662
embedding_00586,10.085764885,4.177612305,4.465297222
embedding_00587,8.785225868,6.382677555,-4.287456989
embedding_00588,8.919820786,6.301662445,-4.324309826
embedding_00589,8.206659317,3.392133951,0.005724176
embedding_00590,8.228625298,3.387731552,-0.001085809
embedding_00591,10.239900589,-0.410385728,5.614871025
embedding_00592,10.461145401,-0.297279835,5.539969921
embedding_00593,5.500573158,4.455737114,2.105468273
embedding_00594,5.544078827,4.456008911,2.097482443
embedding_00595,12.422422409,7.829729557,3.412512779
embedding_00596,12.356578827,7.939137459,3.316314459
embedding_00597,8.693899155,4.503672600,-3.433743000
embedding_00598,8.665863037,4.559792042,-3.480466604
embedding_00599,8.449728966,4.401005745,-0.640556753
embedding_00600,8.551886559,4.332064152,-0.587864816
embedding_00601,8.845912933,0.524469733,2.923061848
embedding_00602,8.691898346,0.420769602,2.939718008
embedding_00603,10.476206779,-2.040164232,-2.351714134
embedding_00604,10.530364037,-1.969548464,-2.409112453
embedding_00605,8.358525276,0.506538212,6.048566341
embedding_00606,8.397097588,0.609310210,5.977775097
embedding_00607,8.365517616,3.348697901,-0.522176147
embedding_00608,8.475380898,3.408797026,-0.455621213
embedding_00609,11.128909111,1.560091734,-1.679177880
embedding_00610,11.089574814,1.492178202,-1.776665330
embedding_00611,14.122586250,-0.746737719,-0.221019834
embedding_00612,14.317075729,-1.137350798,-0.282451391
embedding_00613,14.739230156,-1.925786853,0.141250908
embedding_00614,14.667760849,-1.824760914,0.024820298
embedding_00615,8.490587234,1.672498584,0.049892567
embedding_00616,8.523057938,1.710161090,0.065595344
embedding_00617,3.172530413,3.863766909,-10.349519730
embedding_00618,3.139438391,3.826132774,-10.285168648
embedding_00619,14.153244019,5.178850174,0.909131706
embedding_00620,14.063441277,5.252517223,1.019385099
embedding_00621,11.171160698,1.824760914,-2.771292448
embedding_00622,11.225180626,1.742445588,-2.706023932
embedding_00623,13.532217979,-1.351246238,-1.366717100
embedding_00624,13.762011528,-1.460997343,-1.173963904
embedding_00625,13.173106194,4.287655354,3.178660154
embedding_00626,13.094848633,4.384973049,3.159287214
embedding_00627,10.940661430,1.324726820,3.729294777
embedding_00628,11.028195381,1.518673182,3.767080307
embedding_00629,14.166092873,5.004035473,3.421110630
embedding_00630,14.104488373,5.078640938,3.330646753
embedding_00631,13.227957726,6.956731319,3.349043608
embedding_00632,13.249626160,6.827222824,3.282171249
embedding_00633,13.244572639,7.308682442,-4.915170193
embedding_00634,13.295693398,7.250937939,-4.869189739
embedding_00635,6.159674644,2.834330559,-4.014692307
embedding_00636,6.360373497,3.368237734,-3.813196898
embedding_00637,6.946761608,6.400400639,-3.768425703
embedding_00638,6.799001694,6.272764683,-3.667968750
embedding_00639,7.450544834,6.481969833,-3.853270054
embedding_00640,7.524793625,6.450593948,-3.798355818
embedding_00641,10.081980705,-0.625962555,5.462229729
embedding_00642,10.144811630,-0.789767861,5.295039654
embedding_00643,3.812298298,-3.241194725,-5.717017651
embedding_00644,3.853187084,-3.280903578,-5.674364567
embedding_00645,11.673702240,7.160023212,2.498134375
embedding_00646,11.647616386,7.211784840,2.518205166
embedding_00647,14.467050552,5.196163177,3.649897814
embedding_00648,14.464639664,5.341426849,3.592438698
embedding_00649,6.486094475,3.512160540,-7.250716209
embedding_00650,6.525043011,3.553671598,-7.216824532
embedding_00651,11.757648468,6.894542217,5.385759354
embedding_00652,11.702287674,6.820243359,5.311885357
embedding_00653,11.757909775,1.045522332,9.294004440
embedding_00654,11.837620735,0.976399839,9.211293221
embedding_00655,12.174489021,-0.338462800,-3.171272039
embedding_00656,12.127167702,-0.243283793,-3.150493622
embedding_00657,8.685147285,6.566492081,-5.060884953
embedding_00658,8.720269203,6.615376472,-5.041615486
embedding_00659,12.731151581,2.898556232,3.455437660
embedding_00660,12.642179489,2.805690050,3.548433781
embedding_00661,14.103554726,4.395648003,0.668813169
embedding_00662,13.943181992,4.521377563,0.891304135
embedding_00663,9.858348846,7.311993122,-2.973859787
embedding_00664,9.894607544,7.387645721,-2.855844498
embedding_00665,9.321877480,-5.066928387,2.949987888
embedding_00666,9.413244247,-4.971043587,2.862577677
embedding_00667,8.117136955,6.868188381,2.288683653
embedding_00668,8.242771149,6.954922676,2.383181334
embedding_00669,15.671150208,-2.378798008,-0.861319244
embedding_00670,15.531068802,-2.243324041,-0.768798828
embedding_00671,11.196896553,0.386734337,4.494983196
embedding_00672,11.240386963,0.400959641,4.617332935
embedding_00673,11.826829910,-0.076204598,2.978610277
embedding_00674,11.719796181,-0.125018001,3.157202244
embedding_00675,9.471342087,1.389535189,5.822147846
embedding_00676,9.424712181,1.260020614,5.809230328
embedding_00677,11.829826355,6.390604973,2.245387077
embedding_00678,11.813024521,6.227820873,2.224832535
embedding_00679,14.218489647,1.343413949,0.228670746
embedding_00680,14.205588341,1.144017458,0.264215618
embedding_00681,13.766784668,2.369532108,6.615394592
embedding_00682,13.710498810,2.305252075,6.561872959
embedding_00683,13.935718536,5.294687748,1.633496284
embedding_00684,13.820582390,5.283347607,1.798606157
embedding_00685,13.735263824,5.938579559,-4.158663750
embedding_00686,13.788478851,5.998365879,-4.241559982
embedding_00687,11.938255310,-0.141569033,2.400544882
embedding_00688,11.995009422,-0.210745901,2.312233210
embedding_00689,9.452758789,1.574099302,2.084481955
embedding_00690,9.354417801,1.729121447,1.933200717
embedding_00691,5.464804173,2.605130672,-3.897065401
embedding_00692,5.357205391,2.470999956,-3.982910872
embedding_00693,5.350427151,4.397834301,-3.101912975
embedding_00694,5.504772663,4.329724312,-3.091094971
embedding_00695,7.249933720,0.389906764,5.675123692
embedding_00696,7.329749584,0.451471120,5.613427639
embedding_00697,10.792935371,2.989339352,7.326290607
embedding_00698,10.924049377,2.868332863,7.342557907
embedding_00699,10.379911423,5.783989429,-3.295521498
embedding_00700,10.456158638,5.690896988,-3.400445938
embedding_00701,14.707239151,2.940367937,0.014724017
embedding_00702,14.803812981,2.808518410,-0.075654224
embedding_00703,10.703100204,5.723253250,1.256151438
embedding_00704,10.851411819,5.770096302,1.446885109
embedding_00705,10.170298576,13.678852081,5.862362385
embedding_00706,10.281465530,13.560370445,5.962014198
embedding_00707,10.648591042,0.595207870,-3.179505825
embedding_00708,10.764949799,0.547092259,-3.062572718
embedding_00709,11.139389038,-0.432543844,-3.812971830
embedding_00710,11.069372177,-0.460364372,-3.692526579
embedding_00711,6.318084240,5.962260246,2.358642578
embedding_00712,6.228172302,5.888897419,2.311305285
embedding_00713,10.621615410,5.570973873,4.183291435
embedding_00714,10.633257866,5.574333191,4.089522362
embedding_00715,8.063182831,4.656615257,-0.106280163
embedding_00716,8.221322060,4.480115891,-0.095638983
embedding_00717,4.394117832,7.000035286,-0.665770590
embedding_00718,4.463134289,6.948993683,-0.603553116
embedding_00719,12.188169479,7.704661846,-1.249514461
embedding_00720,12.264531136,7.783994198,-1.297048569
embedding_00721,11.188832283,5.135220051,-1.563913941
embedding_00722,11.137058258,5.251455307,-1.399472475
embedding_00723,12.089186668,-0.853396356,-2.762947798
embedding_00724,11.884271622,-0.844304264,-2.903971910
embedding_00725,11.718571663,-0.089217573,4.190951824
embedding_00726,11.581205368,0.106809579,4.044364452
embedding_00727,11.573713303,0.103150070,4.059082508
embedding_00728,11.724276543,-0.108696148,4.146580696
embedding_00729,12.330368042,8.385127068,3.299880743
embedding_00730,12.400429726,8.506668091,3.403954268
embedding_00731,12.376613617,8.497367859,3.382847071
embedding_00732,12.225090981,8.313647270,3.143632412
embedding_00733,14.708062172,6.309322834,-4.298572540
embedding_00734,14.825189590,6.360091686,-4.250974178
embedding_00735,14.811449051,6.357977867,-4.250360489
embedding_00736,14.512681961,6.247471333,-4.329054832
embedding_00737,14.139470100,3.310247183,0.042040747
embedding_00738,14.256443977,3.353750944,0.149093956
embedding_00739,14.273503304,3.357898235,0.148547068
embedding_00740,13.845002174,3.249729633,-0.156405330
embedding_00741,10.698376656,2.031273603,-2.650201082
embedding_00742,10.645862579,2.129756451,-2.764837503
embedding_00743,10.648516655,2.122622252,-2.745787621
embedding_00744,10.729642868,1.884723663,-2.440853596
embedding_00745,6.221039295,1.378024578,-4.488405228
embedding_00746,6.388317585,1.626653671,-4.595965862
embedding_00747,6.403789043,1.670815468,-4.612526894
embedding_00748,6.233466148,1.351726413,-4.509608746
embedding_00749,12.318686485,5.762394905,-3.629184723
embedding_00750,13.388520241,5.656989574,-5.322646618
embedding_00751,5.920914173,2.559370041,-4.992815495
embedding_00752,11.548442841,0.138548642,4.038450241
embedding_00753,12.432925224,8.544180870,3.449604511
embedding_00754,14.835745811,6.370345116,-4.239411831
embedding_00755,14.379980087,3.298004866,0.200502053
embedding_00756,10.658568382,2.137554884,-2.791645288
embedding_00757,6.403667927,1.699886560,-4.623748302
embedding_00758,3.731537580,5.727696896,-2.355041504
embedding_00759,6.227261543,1.849782348,-4.332284927
embedding_00760,4.451460838,4.908278465,-2.728537560
embedding_00761,9.961402893,5.173902035,-2.014657736
embedding_00762,12.045561790,5.297196865,-3.890666962
embedding_00763,13.215598106,4.407009602,-4.161591053
embedding_00764,11.399973869,5.331757545,-3.310198545
embedding_00765,9.901868820,0.802818298,-3.226792812
embedding_00766,9.698031425,8.416197777,3.385103464
embedding_00767,9.542891502,2.020656824,5.917293072
embedding_00768,11.211940765,4.600445747,0.175681964
embedding_00769,13.113750458,-1.069658279,-1.598912716
embedding_00770,11.835741043,7.304109097,-0.860400081
embedding_00771,12.590374947,3.220323324,-1.753954768
embedding_00772,9.182535172,7.580183029,2.979103088
embedding_00773,0.331138372,3.097145081,-2.223202944
embedding_00774,11.368801117,4.608604431,4.365892410
embedding_00775,12.452250481,-0.900060534,-2.580832958
embedding_00776,14.262964249,3.599705935,0.302591920
embedding_00777,6.244656086,3.931395769,-3.884085417
embedding_00778,12.616064072,-0.687068284,-0.096856706
embedding_00779,12.121783257,-0.968603134,-3.950691938
embedding_00780,10.269672394,4.051198006,4.630421162
embedding_00781,8.696767807,6.440369606,-4.269934177
embedding_00782,8.176759720,3.383264303,-0.030858139
embedding_00783,10.205164909,-0.371469289,5.692268372
embedding_00784,5.444638252,4.370063305,2.017333746
embedding_00785,12.465938568,7.791503906,3.474828720
embedding_00786,8.654362679,4.505024433,-3.425302505
embedding_00787,8.402721405,4.448586941,-0.636810005
embedding_00788,8.900709152,0.575235605,2.907748938
embedding_00789,10.421813965,-2.116858482,-2.295729160
embedding_00790,8.396331787,0.541780114,6.087177753
embedding_00791,8.346831322,3.321178436,-0.534816027
embedding_00792,11.082695961,1.638152003,-1.576410890
embedding_00793,14.129375458,-0.745550454,-0.188758522
embedding_00794,14.749935150,-1.942200184,0.157436505
embedding_00795,8.447727203,1.628911018,0.055024017
embedding_00796,3.234120369,3.942575216,-10.452336311
embedding_00797,14.250264168,5.087749004,0.781752944
embedding_00798,11.136584282,1.892959118,-2.777593613
embedding_00799,13.446405411,-1.288923025,-1.426080585
embedding_00800,13.240657806,4.216907978,3.234475851
embedding_00801,10.911866188,1.283794165,3.703142166
embedding_00802,14.215422630,4.976971626,3.480715513
embedding_00803,13.177815437,7.005463600,3.387309313
embedding_00804,13.163717270,7.397461414,-4.986889839
embedding_00805,6.133699894,2.761542082,-4.042891026
embedding_00806,7.034495354,6.464245796,-3.826294422
embedding_00807,7.427928925,6.555657387,-3.929362297
embedding_00808,10.010584831,-0.661137581,5.495974064
embedding_00809,3.780213118,-3.208557606,-5.750236511
embedding_00810,11.725409508,7.074952602,2.472049236
embedding_00811,14.479670525,5.154565334,3.689023495
embedding_00812,6.443393707,3.469662428,-7.296038151
embedding_00813,11.810436249,6.967523098,5.359076023
embedding_00814,11.744524956,1.056567430,9.308759689
embedding_00815,12.266604424,-0.402865976,-3.227970600
embedding_00816,8.675848961,6.546894073,-5.047639847
embedding_00817,12.754497528,2.918048143,3.432031155
embedding_00818,14.117091179,4.307338715,0.633492112
embedding_00819,9.820070267,7.259507656,-3.002579451
embedding_00820,9.267832756,-5.121564388,2.999171257
embedding_00821,8.073968887,6.837644100,2.257646799
embedding_00822,15.702495575,-2.416674376,-0.881622374
embedding_00823,11.179113388,0.355268329,4.477424145
embedding_00824,11.852516174,-0.074830346,2.959966660
embedding_00825,9.513859749,1.488673449,5.876242638
embedding_00826,11.809926033,6.517879963,2.301485062
embedding_00827,14.231675148,1.395565510,0.249043092
embedding_00828,13.776067734,2.380528212,6.625889301
embedding_00829,14.029363632,5.337146759,1.613691568
embedding_00830,13.704174042,5.930379391,-4.134696960
embedding_00831,11.907343864,-0.098518997,2.478178024
embedding_00832,9.479784966,1.541147590,2.122056484
embedding_00833,5.467052460,2.640321016,-3.881038189
embedding_00834,5.338746548,4.418323994,-3.079362631
embedding_00835,7.161064148,0.329658955,5.733561516
embedding_00836,10.775975227,3.006149292,7.324536800
embedding_00837,10.290203094,5.894520283,-3.203526974
embedding_00838,14.652485847,3.015507460,0.072791472
embedding_00839,10.720687866,5.735448360,1.251308918
embedding_00840,10.137994766,13.712180138,5.833266735
embedding_00841,10.560303688,0.595139921,-3.181230307
embedding_00842,11.148959160,-0.425864697,-3.840313673
embedding_00843,6.401881218,6.040488720,2.424118280
embedding_00844,10.659635544,5.601588726,4.243497849
embedding_00845,7.998301029,4.725819111,-0.132316768
embedding_00846,4.392007351,6.978828430,-0.663928568
embedding_00847,12.137546539,7.645930290,-1.216759562
embedding_00848,11.220881462,5.042953968,-1.650272250
embedding_00849,3.915580750,5.569361210,-2.451200008
embedding_00850,3.731260538,5.697532177,-2.381068468
embedding_00851,3.718763590,5.737331390,-2.352145672
embedding_00852,3.982834578,5.520493984,-2.466667175
embedding_00853,6.067106247,1.432464719,-4.269469738
embedding_00854,6.187554836,1.759173393,-4.309789658
embedding_00855,6.180417061,1.766345739,-4.304541588
embedding_00856,6.020407200,1.376045227,-4.208754539
embedding_00857,4.335567951,5.082996368,-2.587606668
embedding_00858,4.454297066,4.878803730,-2.748626232
embedding_00859,4.428601742,4.929254055,-2.707227468
embedding_00860,4.338552952,5.126409531,-2.544041634
embedding_00861,12.464828491,5.981834888,-3.554953337
embedding_00862,12.471392632,5.980641842,-3.550506592
embedding_00863,12.351099014,5.802995682,-3.672265053
embedding_00864,12.305754662,5.761487961,-3.641920567
embedding_00865,12.504398346,6.020565033,-3.522335768
embedding_00866,9.848504066,5.107823372,-1.893474698
embedding_00867,9.933653831,5.153354645,-1.961470723
embedding_00868,9.964752197,5.178939342,-1.987373710
embedding_00869,9.768093109,5.058816910,-1.816155314
embedding_00870,11.844101906,5.341583729,-3.939793825
embedding_00871,11.989300728,5.349173069,-3.892178535
embedding_00872,12.013528824,5.361068726,-3.878436089
embedding_00873,11.764758110,5.361212730,-4.015155315
embedding_00874,13.222867012,4.620591640,-4.352801323
embedding_00875,13.177809715,4.449049950,-4.198273659
embedding_00876,13.194203377,4.412941456,-4.166938305
embedding_00877,13.264412880,4.684538364,-4.437086105
embedding_00878,11.321697235,5.349874496,-3.511958838
embedding_00879,11.370430946,5.357022762,-3.335723162
embedding_00880,11.389937401,5.333683491,-3.366302490
embedding_00881,11.151775360,5.372608662,-3.662027597
embedding_00882,9.747503281,0.838846445,-3.216789246
embedding_00883,9.830403328,0.813460052,-3.232428312
embedding_00884,9.875194550,0.794663131,-3.239580870
embedding_00885,9.541025162,0.937327027,-3.162144184
embedding_00886,10.028086662,8.482062340,3.188107252
embedding_00887,9.761188507,8.419707298,3.346206903
embedding_00888,9.736572266,8.411371231,3.350101233
embedding_00889,10.079892159,8.493212700,3.164654016
embedding_00890,9.600605965,2.127989054,5.883965015
embedding_00891,9.587769508,2.082174301,5.936786175
embedding_00892,9.592700005,2.098666430,5.880437851
embedding_00893,9.744252205,2.293641090,5.754348755
embedding_00894,11.329326630,4.482971191,0.243373573
embedding_00895,11.234818459,4.565274239,0.172456846
embedding_00896,11.253555298,4.581905365,0.204385325
embedding_00897,11.420835495,4.390657902,0.309658676
embedding_00898,12.871073723,-0.887804866,-1.756239533
embedding_00899,13.076191902,-1.033296466,-1.629215121
embedding_00900,13.077850342,-1.039411306,-1.622898459
embedding_00901,12.561367035,-0.701339662,-1.969900846
embedding_00902,11.739196777,7.218120575,-0.721558154
embedding_00903,11.811065674,7.296817780,-0.809684694
embedding_00904,11.779564857,7.262246132,-0.777443588
embedding_00905,11.656205177,7.113181591,-0.596558511
embedding_00906,12.533969879,3.165873766,-1.725712538
embedding_00907,12.568755150,3.190129280,-1.738529682
embedding_00908,12.594651222,3.216687441,-1.779998422
embedding_00909,12.333009720,3.001948595,-1.581331611
embedding_00910,9.138172150,7.394783974,2.823470116
embedding_00911,9.163312912,7.559059143,2.958170176
embedding_00912,9.204760551,7.613973141,3.016703606
embedding_00913,9.168786049,7.299621582,2.751851797
embedding_00914,12.456832886,5.960697174,-3.563366890
embedding_00915,13.486439705,5.787211418,-5.107086658
embedding_00916,5.827106476,2.515988588,-5.002099037
embedding_00917,11.652324677,-0.016628027,4.121930122
embedding_00918,12.350892067,8.385931969,3.313900232
embedding_00919,14.692490578,6.291588306,-4.312944412
embedding_00920,14.181283951,3.335914612,0.077180415
embedding_00921,10.692957878,2.028409004,-2.643647671
embedding_00922,6.229777336,1.353869796,-4.517220020
embedding_00923,3.857370138,5.620526791,-2.413565397
embedding_00924,6.100299358,1.496719003,-4.280325890
embedding_00925,4.358726501,5.006225109,-2.655464649
embedding_00926,9.767461777,5.043612003,-1.810968876
embedding_00927,11.817865372,5.359704018,-3.964648962
embedding_00928,13.219220161,4.608727455,-4.340686798
embedding_00929,11.253909111,5.366704464,-3.564314842
embedding_00930,9.741226196,0.832762659,-3.231310844
embedding_00931,10.004853249,8.510045052,3.204354525
embedding_00932,9.653956413,2.191502333,5.839080811
embedding_00933,11.328535080,4.490075588,0.276772261
embedding_00934,12.911135674,-0.915975630,-1.724784136
embedding_00935,11.761422157,7.237610817,-0.727487147
embedding_00936,12.552972794,3.176573277,-1.740960598
embedding_00937,9.151790619,7.406325817,2.833681345
embedding_00938,0.216111869,3.216422319,-2.099333286
embedding_00939,11.538414001,4.737919807,4.175990582
embedding_00940,12.314662933,-0.800864637,-2.543458939
embedding_00941,14.089250565,3.563750744,0.089656860
embedding_00942,6.370031834,3.810429811,-3.778589010
embedding_00943,12.396194458,-0.607394040,-0.337612748
embedding_00944,12.054788589,-1.148905993,-3.777764320
embedding_00945,10.066583633,4.166347027,4.479514599
embedding_00946,8.928230286,6.313114643,-4.363258839
embedding_00947,8.317306519,3.486310244,0.097732909
embedding_00948,10.432350159,-0.330587447,5.572329521
embedding_00949,5.528321266,4.427738190,2.072815657
embedding_00950,12.366186142,7.957432270,3.330912590
embedding_00951,8.621614456,4.541086197,-3.462702036
embedding_00952,8.592658997,4.285448551,-0.546563566
embedding_00953,8.688713074,0.425330997,2.932448149
embedding_00954,10.501774788,-2.008216143,-2.384204626
embedding_00955,8.380643845,0.595329225,5.990220070
embedding_00956,8.472856522,3.437115908,-0.460958600
embedding_00957,11.097707748,1.524092197,-1.710539222
embedding_00958,14.290549278,-1.110852480,-0.269631982
embedding_00959,14.655370712,-1.818304539,0.020689327
embedding_00960,8.536958694,1.721092463,0.070810296
embedding_00961,3.192282438,3.882144928,-10.339385986
embedding_00962,14.095453262,5.258913517,0.989593029
embedding_00963,11.264195442,1.696048975,-2.696421623
embedding_00964,13.760616302,-1.465882182,-1.179611802
embedding_00965,13.047934532,4.433775902,3.132674694
embedding_00966,11.041051865,1.525444031,3.768102407
embedding_00967,14.104791641,5.102374077,3.322897911
embedding_00968,13.273881912,6.845946312,3.297182083
embedding_00969,13.329259872,7.222582340,-4.804434776
embedding_00970,6.369622231,3.395516396,-3.805583954
embedding_00971,6.864493370,6.332214355,-3.718962669
embedding_00972,7.591557980,6.386095524,-3.731068134
embedding_00973,10.181707382,-0.772405863,5.292834759
embedding_00974,3.879225016,-3.306765556,-5.647976398
embedding_00975,11.569045067,7.308990479,2.589803457
embedding_00976,14.526739120,5.269654274,3.662709951
embedding_00977,6.509255886,3.538460255,-7.233465672
embedding_00978,11.715338707,6.839787960,5.327848434
embedding_00979,11.840733528,0.975071967,9.208353996
embedding_00980,12.064957619,-0.230128050,-3.126110315
embedding_00981,8.748641014,6.608066559,-5.017360210
embedding_00982,12.666601181,2.826517105,3.524425745
embedding_00983,13.930005074,4.516153812,0.894890547
embedding_00984,9.870102882,7.372390747,-2.881220341
embedding_00985,9.450349808,-4.934431553,2.826601267
embedding_00986,8.241136551,6.964722157,2.389738560
embedding_00987,15.515381813,-2.226824045,-0.751061201
embedding_00988,11.299564362,0.407930076,4.641615391
embedding_00989,11.726176262,-0.131148547,3.174226761
embedding_00990,9.397065163,1.229353070,5.800095558
embedding_00991,11.824478149,6.264832973,2.243043184
embedding_00992,14.226758003,1.157340407,0.257769763
embedding_00993,13.765056610,2.360171080,6.615573406
embedding_00994,13.836334229,5.291127205,1.765447021
embedding_00995,13.823354721,6.032135963,-4.265064240
embedding_00996,12.044085503,-0.260837704,2.242108107
embedding_00997,9.402686119,1.673931122,1.992667317
embedding_00998,5.371181488,2.504559278,-3.956762552
embedding_00999,5.460239887,4.357464314,-3.072151423
embedding_01000,7.260950565,0.410363168,5.635164261
embedding_01001,10.926297188,2.873110533,7.354740143
embedding_01002,10.442172050,5.701377869,-3.397379637
embedding_01003,14.810800552,2.806185961,-0.085426860
embedding_01004,10.812420845,5.773690224,1.398715258
embedding_01005,10.255861282,13.586457253,5.937305450
embedding_01006,10.830170631,0.521227360,-3.004057169
embedding_01007,11.063436508,-0.467914104,-3.688230515
embedding_01008,6.217411041,5.913695812,2.330992937
embedding_01009,10.592837334,5.552580833,4.093773842
embedding_01010,8.175625801,4.527184486,-0.089611642
embedding_01011,4.500898838,6.913164616,-0.558479488
embedding_01012,12.250399590,7.770166874,-1.282362938
embedding_01013,11.149857521,5.257144451,-1.375441670
embedding_01014,0.220912933,3.212388515,-2.102115631
embedding_01015,0.283808947,3.149134636,-2.167796612
embedding_01016,0.281498820,3.152623892,-2.164628267
embedding_01017,0.194817573,3.237452269,-2.077845812
embedding_01018,11.549813271,4.749561310,4.165247917
embedding_01019,11.436470032,4.659256935,4.295188427
embedding_01020,11.418940544,4.643254757,4.317582130
embedding_01021,11.628335953,4.805774212,4.092172623
embedding_01022,12.356041908,-0.779150486,-2.453452110
embedding_01023,12.356046677,-0.841083288,-2.551874399
embedding_01024,12.339661598,-0.881090224,-2.582856178
embedding_01025,12.327585220,-0.647416353,-2.329408407
embedding_01026,14.043123245,3.538435221,0.053324997
embedding_01027,14.168413162,3.599715233,0.203507707
embedding_01028,14.129917145,3.698757172,0.194867432
embedding_01029,13.918152809,3.626900434,-0.045052137
embedding_01030,6.377333164,3.825276613,-3.764989853
embedding_01031,6.300179482,3.900854826,-3.853594303
embedding_01032,6.293010712,3.974636078,-3.876880407
embedding_01033,6.396346092,3.794975996,-3.745125055
embedding_01034,12.390510559,-0.604376018,-0.344409913
embedding_01035,12.550580978,-0.659587443,-0.146814317
embedding_01036,12.532483101,-0.634034634,-0.188027635
embedding_01037,12.318362236,-0.582146406,-0.430052906
embedding_01038,13.403100014,5.679698944,-5.284279346
embedding_01039,13.472244263,5.791537285,-5.147505283
embedding_01040,13.361996651,5.631899357,-5.349457741
embedding_01041,13.392806053,5.661434174,-5.315809250
embedding_01042,13.524051666,5.827370644,-5.055221558
embedding_01043,12.041630745,-1.152247190,-3.777681828
embedding_01044,12.133205414,-1.036875010,-3.968983412
embedding_01045,12.128506660,-1.024910331,-3.940806389
embedding_01046,12.024474144,-1.149981380,-3.707018137
embedding_01047,10.069719315,4.182568550,4.461889267
embedding_01048,10.241896629,4.064962864,4.616608620
embedding_01049,10.202198982,4.064816475,4.608673096
embedding_01050,9.991050720,4.237712860,4.387285233
embedding_01051,8.923682213,6.316883564,-4.361609459
embedding_01052,8.774799347,6.386154652,-4.238728523
embedding_01053,8.754627228,6.404305458,-4.262205601
embedding_01054,9.003478050,6.296208858,-4.394635677
embedding_01055,8.238121033,3.424686670,0.089924969
embedding_01056,8.206258774,3.392673016,0.017075749
embedding_01057,8.162386894,3.360153198,0.003084996
embedding_01058,8.324208260,3.470273495,0.092535503
embedding_01059,10.745248795,-1.748840451,-2.561359406
embedding_01060,10.468079567,-0.289232075,5.585406780
embedding_01061,10.222078323,-0.407273710,5.628879070
embedding_01062,10.202642441,-0.417313427,5.648555756
embedding_01063,10.517561913,-0.249039799,5.517667294
embedding_01064,5.558660030,4.449042320,2.096271038
embedding_01065,5.481500626,4.402576447,2.056777954
embedding_01066,5.473355770,4.399674892,2.049422264
embedding_01067,5.639772415,4.519908428,2.160641432
embedding_01068,12.351224899,7.970039368,3.313501596
embedding_01069,12.416632652,7.840568066,3.421180964
embedding_01070,12.439774513,7.827159405,3.444642067
embedding_01071,12.255728722,8.047786713,3.091471195
embedding_01072,8.622812271,4.556449890,-3.470658064
embedding_01073,8.681881905,4.511823177,-3.469761848
embedding_01074,8.693107605,4.483766556,-3.411817074
embedding_01075,8.600211143,4.645481110,-3.552345276
embedding_01076,8.521093369,4.382051945,-0.639255404
embedding_01077,8.425410271,4.425318241,-0.640540659
embedding_01078,8.386671066,4.473125935,-0.666303635
embedding_01079,8.630255699,4.269574642,-0.540715754
embedding_01080,8.647936821,0.395575821,2.931507349
