audit_id,concept,condition,paraphrase_count,mean_s_c,min_s_c,max_s_c,mean_s_r,min_s_r,max_s_r,mean_cas,min_cas,max_cas,cas_standard_deviation,positive_cas_proportion
common_good_aggregate_welfare,common good,natural_general,3,0.5425009701911518,0.5247799203998432,0.5547684988952969,0.740832821598372,0.7239142766135164,0.7540497404750134,-0.19833185140722012,-0.1992812415797165,-0.1965799564282708,0.001518962093220335,0.0
common_good_aggregate_welfare,common good,natural_ambiguous,3,0.5340072659577505,0.4893130262438132,0.6097238930430317,0.5193520811595147,0.5061461961132064,0.5277884161132075,0.014655184798235866,-0.0248035375268007,0.0856022617909015,0.06157107673657316,0.3333333333333333
common_good_aggregate_welfare,common good,label_free_theological,3,0.789052321765225,0.7820041181864532,0.7999587048310346,0.5257186894240337,0.4919063190660666,0.5550020790654838,0.2633336323411913,0.2270020391209694,0.3080523857649679,0.0411709608217752,1.0
common_good_aggregate_welfare,common good,explicit_catholic,3,0.8948754961222378,0.8746250907046035,0.9052458462679452,0.4958396271559033,0.4818280601570081,0.5072546627422253,0.3990358689663345,0.3673704279623782,0.4229274912371566,0.02858270479155453,1.0
common_good_aggregate_welfare,common good,integrative,3,0.6961270304280341,0.6643288503305631,0.7425763516876112,0.6820195364296405,0.6432903217437587,0.7174677745771145,0.014107493998393797,-0.0531389242465514,0.0992860299438525,0.07777861080596313,0.3333333333333333
law_positive_law,law,natural_general,3,0.3882902586295394,0.3726836434839487,0.3984595999236469,0.7320674241997372,0.7136617445788408,0.7426262304724577,-0.3437771655701977,-0.3488986979914348,-0.340978101094892,0.004441774062161434,0.0
law_positive_law,law,natural_ambiguous,3,0.40374451880387174,0.3392648689340284,0.5091925485668033,0.3822174475759905,0.3659701113573274,0.3907634734803316,0.0215270712278812,-0.0514986045463031,0.1432224372094758,0.10609253076573259,0.3333333333333333
law_positive_law,law,label_free_theological,3,0.7729788628603752,0.756189044873805,0.8031621096712597,0.4827478488740374,0.4541565829983552,0.5082835411523945,0.2902310139863377,0.2513018928836664,0.3490055266729044,0.05178686792270789,1.0
law_positive_law,law,explicit_catholic,3,0.8812436496960734,0.8434919196065582,0.904359249530726,0.418892918844336,0.3960697449848547,0.4484593744443515,0.46235073085173733,0.3950325451622067,0.5082895045458714,0.05957847056747889,1.0
law_positive_law,law,integrative,3,0.6636044358580403,0.6515529783722265,0.675151740548281,0.5985986194358636,0.5648719709316131,0.6193647916350433,0.06500581642217669,0.0321881867371831,0.0992366177220002,0.03354654698908915,1.0
natural_law_natural_science,natural law,natural_general,3,0.526770686560423,0.5038361446293617,0.5578560597196895,0.7809048046147472,0.7641367253806162,0.7934580154467744,-0.25413411805432407,-0.2664998176846329,-0.2356019557270848,0.01634589902793358,0.0
natural_law_natural_science,natural law,natural_ambiguous,3,0.4953807039482267,0.4612131201446662,0.5407736849230789,0.47438908535168006,0.4547569769076243,0.4944093965418689,0.02099161859654663,-0.0331962763972026,0.0860167080154545,0.0603408443792397,0.6666666666666666
natural_law_natural_science,natural law,label_free_theological,3,0.7772590451803327,0.7737585761463062,0.7823642782477039,0.5252167155519517,0.5019033516936435,0.5538797202610971,0.2520423296283811,0.219878855885209,0.2804609265540604,0.030464157602255678,1.0
