locus,concept,concept_type,ambiguity_level,query_condition,query_count,catholic_score,secular_score,catholic_alignment_score,top_catholic_rate,mean_nearest_catholic_rank,mean_nearest_secular_rank
Freedom Truth and Moral Teleology,moral truth,moral_theology,high,bare,1,0.43925325870513915,0.4405561625957489,-0.0013029038906097745,1.0,1.0,3.0
Freedom Truth and Moral Teleology,moral truth,moral_theology,high,catholic,3,0.3577705293893814,0.29039355715115867,0.06737697223822277,1.0,1.0,2.6666666666666665
Freedom Truth and Moral Teleology,moral truth,moral_theology,high,ordinary,3,0.3510965784390767,0.33823202848434447,0.012864549954732277,0.0,2.0,1.0
Freedom Truth and Moral Teleology,natural law,moral_theology,medium,academic,3,0.39450077414512635,0.32885057330131534,0.06565020084381103,1.0,1.0,2.6666666666666665
Freedom Truth and Moral Teleology,natural law,moral_theology,medium,bare,1,0.4858084976673126,0.46671748757362364,0.019091010093688965,1.0,1.0,2.0
Freedom Truth and Moral Teleology,natural law,moral_theology,medium,catholic,3,0.35942295988400774,0.29748971660931905,0.06193324327468871,1.0,1.0,3.0
Freedom Truth and Moral Teleology,natural law,moral_theology,medium,ordinary,3,0.39444766441981,0.33691097497940065,0.05753668944040935,1.0,1.0,2.0
Freedom Truth and Moral Teleology,obedience,moral_spiritual,high,academic,3,0.31619100968043007,0.2835358475645383,0.03265516211589178,0.0,2.6666666666666665,1.0
Freedom Truth and Moral Teleology,obedience,moral_spiritual,high,bare,1,0.3789851129055023,0.4125014364719391,-0.0335163235664368,0.0,3.0,1.0
Freedom Truth and Moral Teleology,obedience,moral_spiritual,high,catholic,3,0.3511492113272349,0.24989902079105378,0.10125019053618116,0.0,2.0,1.0
Freedom Truth and Moral Teleology,obedience,moral_spiritual,high,ordinary,3,0.2860800276199977,0.2746067633231481,0.011473264296849564,0.0,2.6666666666666665,1.0
Freedom Truth and Moral Teleology,prudence,virtue,medium,academic,3,0.4063087522983551,0.309994579354922,0.0963141729434331,1.0,1.0,2.3333333333333335
Freedom Truth and Moral Teleology,prudence,virtue,medium,bare,1,0.4482262790203094,0.45541635155677795,-0.007190072536468528,1.0,1.0,2.0
Freedom Truth and Moral Teleology,prudence,virtue,medium,catholic,3,0.39163066148757936,0.2662625645597776,0.12536809692780176,1.0,1.0,2.6666666666666665
Freedom Truth and Moral Teleology,prudence,virtue,medium,ordinary,3,0.37535459995269777,0.291747655471166,0.08360694448153176,0.6666666666666666,1.3333333333333333,2.3333333333333335
Freedom Truth and Moral Teleology,responsibility,moral_anthropological,high,academic,3,0.3346484651168187,0.33728705644607543,-0.0026385913292567196,0.0,2.0,1.0
Freedom Truth and Moral Teleology,responsibility,moral_anthropological,high,bare,1,0.3703944981098175,0.49295700788497926,-0.12256250977516175,0.0,5.0,1.0
Freedom Truth and Moral Teleology,responsibility,moral_anthropological,high,catholic,3,0.36814436316490173,0.2745405892531077,0.09360377391179403,1.0,1.0,2.6666666666666665
Freedom Truth and Moral Teleology,responsibility,moral_anthropological,high,ordinary,3,0.2919550557931264,0.3498714864253998,-0.057916430632273364,0.0,2.3333333333333335,1.0
Freedom Truth and Moral Teleology,rights,social_doctrine,high,academic,3,0.3683083176612854,0.3456706096728643,0.022637707988421112,1.0,1.0,2.3333333333333335
Freedom Truth and Moral Teleology,rights,social_doctrine,high,bare,1,0.446528160572052,0.5163674056529999,-0.06983924508094785,0.0,4.0,1.0
Freedom Truth and Moral Teleology,rights,social_doctrine,high,catholic,3,0.33701872130235033,0.2908519764741262,0.04616674482822419,1.0,1.0,3.0
Freedom Truth and Moral Teleology,rights,social_doctrine,high,ordinary,3,0.37306339939435323,0.3547125289837519,0.01835087041060131,1.0,1.0,2.0
Freedom Truth and Moral Teleology,temperance,virtue,medium,academic,3,0.3685179442167282,0.3729549129803975,-0.004436968763669317,1.0,1.0,2.0
Freedom Truth and Moral Teleology,temperance,virtue,medium,bare,1,0.41311821937561033,0.515955901145935,-0.10283768177032471,0.0,2.0,1.0
Freedom Truth and Moral Teleology,temperance,virtue,medium,catholic,3,0.34398764173189794,0.3241713474194209,0.019816294312477094,1.0,1.0,2.0
Freedom Truth and Moral Teleology,temperance,virtue,medium,ordinary,3,0.32540337940057124,0.3236778100331624,0.0017255693674087709,1.0,1.0,2.0
Freedom Truth and Moral Teleology,truth,epistemological_moral,high,academic,3,0.36403326789538065,0.2343631943066915,0.12967007358868918,1.0,1.0,4.0
Freedom Truth and Moral Teleology,truth,epistemological_moral,high,bare,1,0.35664288997650145,0.3203376144170761,0.036305275559425365,1.0,1.0,2.0
Freedom Truth and Moral Teleology,truth,epistemological_moral,high,catholic,3,0.39161824186642963,0.20685863296190898,0.18475960890452062,1.0,1.0,5.333333333333333
Freedom Truth and Moral Teleology,truth,epistemological_moral,high,ordinary,3,0.31879995663960775,0.23535027901331584,0.0834496776262919,1.0,1.0,3.6666666666666665
Freedom Truth and Moral Teleology,virtue,moral_theology,medium,academic,3,0.30874093472957614,0.31902614931265516,-0.010285214583079036,0.3333333333333333,2.3333333333333335,1.3333333333333333
Freedom Truth and Moral Teleology,virtue,moral_theology,medium,bare,1,0.36057732403278353,0.4757864952087402,-0.11520917117595669,0.0,4.0,1.0
Freedom Truth and Moral Teleology,virtue,moral_theology,medium,catholic,3,0.3027172793944677,0.2743288924296697,0.02838838696479797,1.0,1.0,2.6666666666666665
Freedom Truth and Moral Teleology,virtue,moral_theology,medium,ordinary,3,0.296505273381869,0.3299540023008982,-0.033448728919029246,0.6666666666666666,1.3333333333333333,1.6666666666666667
Human Dignity and Theological Anthropology,body,anthropological,high,academic,3,0.36387190520763396,0.3713823040326436,-0.007510398825009664,0.3333333333333333,1.6666666666666667,1.3333333333333333
