locus,concept,concept_type,ambiguity_level,bare_cas,bare_top_catholic_rate,bare_query_count,ordinary_cas,ordinary_top_catholic_rate,ordinary_query_count,academic_cas,academic_top_catholic_rate,academic_query_count,catholic_cas,catholic_top_catholic_rate,catholic_query_count,bare_to_catholic_shift,ordinary_to_catholic_shift,academic_to_catholic_shift,default_cas,default_to_catholic_shift
Love Communion and Sacramentality,sacrifice,moral_liturgical,high,0.09035782217979432,1.0,1,0.11362886826197305,1.0,3,0.1542761355638504,1.0,3,0.24252654115358988,1.0,3,0.15216871897379555,0.12889767289161683,0.08825040558973948,0.10199334522088369,0.1405331959327062
Love Communion and Sacramentality,self-gift,anthropological_moral,medium,0.1795143246650696,1.0,1,0.16719896396001177,1.0,3,0.19529817700386043,1.0,3,0.2288395712773005,1.0,3,0.049325246612230894,0.06164060731728874,0.03354139427344008,0.1733566443125407,0.055482926964759816
Love Communion and Sacramentality,service,moral_social,high,-0.059948235750198364,0.0,1,0.03464438021183013,0.6666666666666666,3,0.108135720094045,1.0,3,0.18120357294877368,1.0,3,0.24115180869897204,0.14655919273694354,0.07306785285472868,-0.012651927769184116,0.1938555007179578
Love Communion and Sacramentality,sexuality,anthropological_moral,high,-0.22146984040737155,0.0,1,-0.11314132114251453,0.0,3,-0.09139984697103498,0.0,3,0.06736003160476683,0.3333333333333333,3,0.2888298720121384,0.18050135274728135,0.15875987857580182,-0.16730558077494304,0.23466561237970987
Love Communion and Sacramentality,solidarity,social_doctrine,medium,-0.04271411895751953,0.0,1,0.00419810016949973,0.0,3,0.026285824179649364,0.6666666666666666,3,0.10695650676886238,1.0,3,0.1496706257263819,0.10275840659936265,0.08067068258921302,-0.0192580093940099,0.12621451616287227
Love Communion and Sacramentality,worship,liturgical_spiritual,medium,0.06857872009277344,1.0,1,0.07766446173191072,1.0,3,0.12261568407217659,1.0,3,0.15444875359535218,1.0,3,0.08587003350257874,0.07678429186344146,0.03183306952317559,0.07312159091234208,0.0813271626830101
Sin Grace and Redemption,absolution,sacramental,low,-0.03192831873893737,1.0,1,0.0402574489514033,1.0,3,0.039044815301895165,1.0,3,0.09946929117043814,1.0,3,0.1313976099093755,0.05921184221903484,0.06042447586854297,0.004164565106232965,0.09530472606420518
Sin Grace and Redemption,concupiscence,doctrinal_anthropological,low,0.10340077280998228,1.0,1,0.1393658290306727,1.0,3,0.1764231204986572,1.0,3,0.17967181305090588,1.0,3,0.0762710402409236,0.040305984020233165,0.0032486925522486887,0.1213833009203275,0.05828851213057838
Sin Grace and Redemption,confession,sacramental,low,0.01238101124763491,1.0,1,0.07412757873535157,1.0,3,0.08964073111613591,1.0,3,0.14860020379225414,1.0,3,0.13621919254461923,0.07447262505690257,0.05895947267611823,0.04325429499149324,0.10534590880076089
Sin Grace and Redemption,contrition,sacramental_moral,low,0.07682032585144044,1.0,1,0.07690402269363406,1.0,3,0.10778821408748628,1.0,3,0.1380835851033529,1.0,3,0.06126325925191245,0.061179562409718835,0.030295371015866615,0.07686217427253725,0.06122141083081564
